process_type,case_id,activity,event_time,employee_id
billing,BILL-0007,請求書作成,2024-05-05 21:25:00,EMP-015
billing,BILL-0007,承認申請,2024-05-06 07:21:55,EMP-015
billing,BILL-0007,差戻,2024-05-06 18:17:03,EMP-016
billing,BILL-0007,修正,2024-05-07 03:33:34,EMP-015
billing,BILL-0007,再申請,2024-05-07 08:27:54,EMP-015
billing,BILL-0007,承認完了,2024-05-07 19:43:45,EMP-016
billing,BILL-0007,送付,2024-05-08 01:22:09,EMP-015
billing,BILL-0007,入金確認,2024-06-07 01:22:09,SYSTEM
billing,BILL-0008,請求書作成,2024-06-25 12:08:00,EMP-015
billing,BILL-0008,承認申請,2024-06-26 07:20:47,EMP-015
billing,BILL-0008,差戻,2024-06-27 11:56:45,EMP-016
billing,BILL-0008,修正,2024-06-27 18:50:48,EMP-015
billing,BILL-0008,再申請,2024-06-27 21:34:54,EMP-015
billing,BILL-0008,承認完了,2024-06-28 12:46:31,EMP-016
billing,BILL-0008,送付,2024-06-28 15:37:14,EMP-015
billing,BILL-0008,入金確認,2024-07-11 15:37:14,SYSTEM
billing,BILL-0009,請求書作成,2024-07-15 19:26:00,EMP-015
billing,BILL-0009,承認申請,2024-07-16 04:23:55,EMP-015
billing,BILL-0009,差戻,2024-07-17 23:00:39,EMP-016
billing,BILL-0009,修正,2024-07-18 06:56:24,EMP-015
billing,BILL-0009,再申請,2024-07-18 12:24:23,EMP-015
billing,BILL-0009,承認完了,2024-07-19 01:24:35,EMP-016
billing,BILL-0009,送付,2024-07-19 07:59:18,EMP-015
billing,BILL-0009,入金確認,2024-08-29 07:59:18,SYSTEM
billing,BILL-0010,請求書作成,2024-08-27 15:56:00,EMP-015
billing,BILL-0010,承認申請,2024-08-28 02:06:14,EMP-015
billing,BILL-0010,承認完了,2024-08-28 11:01:52,EMP-016
billing,BILL-0010,送付,2024-08-28 16:03:49,EMP-015
billing,BILL-0010,入金確認,2024-09-22 16:03:49,SYSTEM
billing,BILL-0011,請求書作成,2024-10-25 11:03:00,EMP-015
billing,BILL-0011,承認申請,2024-10-25 16:03:38,EMP-015
billing,BILL-0011,承認完了,2024-10-26 19:51:23,EMP-016
billing,BILL-0011,送付,2024-10-27 01:46:55,EMP-015
billing,BILL-0011,入金確認,2024-12-06 01:46:55,SYSTEM
billing,BILL-0012,請求書作成,2024-10-01 00:54:00,EMP-015
billing,BILL-0012,承認申請,2024-10-01 07:02:59,EMP-015
billing,BILL-0012,承認完了,2024-10-01 20:24:26,EMP-016
billing,BILL-0012,送付,2024-10-02 00:36:07,EMP-015
billing,BILL-0012,入金確認,2024-11-06 00:36:07,SYSTEM
billing,BILL-0013,請求書作成,2024-01-24 12:03:00,EMP-015
billing,BILL-0013,承認申請,2024-01-25 03:27:20,EMP-015
billing,BILL-0013,承認完了,2024-01-25 19:14:30,EMP-016
billing,BILL-0013,送付,2024-01-25 21:40:58,EMP-015
billing,BILL-0013,入金確認,2024-03-07 21:40:58,SYSTEM
billing,BILL-0014,請求書作成,2024-10-08 08:52:00,EMP-015
billing,BILL-0014,承認申請,2024-10-09 08:38:54,EMP-015
billing,BILL-0014,差戻,2024-10-10 19:51:51,EMP-016
billing,BILL-0014,修正,2024-10-11 11:33:55,EMP-015
billing,BILL-0014,再申請,2024-10-11 15:55:43,EMP-015
billing,BILL-0014,承認完了,2024-10-12 12:38:49,EMP-016
billing,BILL-0014,送付,2024-10-12 16:40:54,EMP-015
billing,BILL-0014,入金確認,2024-11-14 16:40:54,SYSTEM
billing,BILL-0015,請求書作成,2024-04-11 19:32:00,EMP-015
billing,BILL-0015,承認申請,2024-04-12 07:33:39,EMP-015
billing,BILL-0015,差戻,2024-04-12 17:10:16,EMP-016
billing,BILL-0015,修正,2024-04-13 05:44:03,EMP-015
billing,BILL-0015,再申請,2024-04-13 12:33:29,EMP-015
billing,BILL-0015,承認完了,2024-04-14 04:52:02,EMP-016
billing,BILL-0015,送付,2024-04-14 07:45:40,EMP-015
billing,BILL-0015,入金確認,2024-05-26 07:45:40,SYSTEM
billing,BILL-0016,請求書作成,2024-06-16 19:20:00,EMP-015
billing,BILL-0016,承認申請,2024-06-17 02:35:00,EMP-015
billing,BILL-0016,承認完了,2024-06-19 02:12:28,EMP-016
billing,BILL-0016,送付,2024-06-19 06:00:12,EMP-015
billing,BILL-0016,入金確認,2024-07-20 06:00:12,SYSTEM
billing,BILL-0017,請求書作成,2024-09-17 17:31:00,EMP-015
billing,BILL-0017,承認申請,2024-09-18 11:41:29,EMP-015
billing,BILL-0017,承認完了,2024-09-19 07:40:59,EMP-016
billing,BILL-0017,送付,2024-09-19 11:53:35,EMP-015
billing,BILL-0017,入金確認,2024-11-11 11:53:35,SYSTEM
billing,BILL-0018,請求書作成,2024-08-01 18:19:00,EMP-015
billing,BILL-0018,承認申請,2024-08-02 14:15:06,EMP-015
billing,BILL-0018,承認完了,2024-08-04 03:15:53,EMP-016
billing,BILL-0018,送付,2024-08-04 05:25:28,EMP-015
billing,BILL-0018,入金確認,2024-09-13 05:25:28,SYSTEM
billing,BILL-0019,請求書作成,2024-12-01 18:36:00,EMP-015
billing,BILL-0019,承認申請,2024-12-02 03:09:03,EMP-015
billing,BILL-0019,承認完了,2024-12-02 13:12:18,EMP-016
billing,BILL-0019,送付,2024-12-02 18:21:01,EMP-015
billing,BILL-0019,入金確認,2025-01-27 18:21:01,SYSTEM
billing,BILL-0020,請求書作成,2024-03-16 21:15:00,EMP-015
billing,BILL-0020,承認申請,2024-03-17 01:52:53,EMP-015
billing,BILL-0020,差戻,2024-03-18 23:48:34,EMP-016
billing,BILL-0020,修正,2024-03-19 04:02:12,EMP-015
billing,BILL-0020,再申請,2024-03-19 07:55:08,EMP-015
billing,BILL-0020,承認完了,2024-03-19 18:20:30,EMP-016
billing,BILL-0020,送付,2024-03-20 00:29:05,EMP-015
billing,BILL-0020,入金確認,2024-04-25 00:29:05,SYSTEM
billing,BILL-0021,請求書作成,2024-11-09 15:55:00,EMP-015
billing,BILL-0021,承認申請,2024-11-10 12:53:03,EMP-015
billing,BILL-0021,承認完了,2024-11-12 01:58:49,EMP-016
billing,BILL-0021,送付,2024-11-12 07:05:32,EMP-015
billing,BILL-0021,入金確認,2024-12-27 07:05:32,SYSTEM
billing,BILL-0022,請求書作成,2024-12-05 15:33:00,EMP-015
billing,BILL-0022,承認申請,2024-12-06 03:05:11,EMP-015
billing,BILL-0022,承認完了,2024-12-08 01:21:14,EMP-016
billing,BILL-0022,送付,2024-12-08 06:33:09,EMP-015
billing,BILL-0022,入金確認,2025-01-21 06:33:09,SYSTEM
billing,BILL-0023,請求書作成,2024-12-12 23:43:00,EMP-015
billing,BILL-0023,承認申請,2024-12-13 16:34:58,EMP-015
billing,BILL-0023,承認完了,2024-12-15 04:18:55,EMP-016
billing,BILL-0023,送付,2024-12-15 07:28:08,EMP-015
billing,BILL-0023,入金確認,2025-01-09 07:28:08,SYSTEM
billing,BILL-0024,請求書作成,2024-10-12 09:14:00,EMP-015
billing,BILL-0024,承認申請,2024-10-13 08:03:46,EMP-015
billing,BILL-0024,承認完了,2024-10-15 07:21:12,EMP-016
billing,BILL-0024,送付,2024-10-15 13:34:58,EMP-015
billing,BILL-0024,入金確認,2024-12-08 13:34:58,SYSTEM
billing,BILL-0025,請求書作成,2024-06-11 15:22:00,EMP-015
billing,BILL-0025,承認申請,2024-06-12 06:34:35,EMP-015
billing,BILL-0025,承認完了,2024-06-14 03:57:21,EMP-016
billing,BILL-0025,送付,2024-06-14 07:40:57,EMP-015
billing,BILL-0025,入金確認,2024-07-30 07:40:57,SYSTEM
billing,BILL-0026,請求書作成,2024-07-13 12:52:00,EMP-015
billing,BILL-0026,承認申請,2024-07-13 23:46:09,EMP-015
billing,BILL-0026,差戻,2024-07-15 14:41:30,EMP-016
billing,BILL-0026,修正,2024-07-15 19:11:48,EMP-015
billing,BILL-0026,再申請,2024-07-16 02:55:43,EMP-015
billing,BILL-0026,承認完了,2024-07-16 12:11:35,EMP-016
billing,BILL-0026,送付,2024-07-16 19:44:13,EMP-015
billing,BILL-0026,入金確認,2024-09-05 19:44:13,SYSTEM
billing,BILL-0027,請求書作成,2024-09-02 06:12:00,EMP-015
billing,BILL-0027,承認申請,2024-09-03 02:45:32,EMP-015
billing,BILL-0027,承認完了,2024-09-03 21:36:15,EMP-016
billing,BILL-0027,送付,2024-09-04 01:14:02,EMP-015
billing,BILL-0027,入金確認,2024-09-20 01:14:02,SYSTEM
billing,BILL-0028,請求書作成,2024-05-02 07:03:00,EMP-015
billing,BILL-0028,承認申請,2024-05-03 00:26:48,EMP-015
billing,BILL-0028,承認完了,2024-05-04 05:41:18,EMP-016
billing,BILL-0028,送付,2024-05-04 08:00:11,EMP-015
billing,BILL-0028,入金確認,2024-06-09 08:00:11,SYSTEM
billing,BILL-0029,請求書作成,2024-08-29 03:43:00,EMP-015
billing,BILL-0029,承認申請,2024-08-29 23:07:55,EMP-015
billing,BILL-0029,承認完了,2024-08-30 07:20:21,EMP-016
billing,BILL-0029,送付,2024-08-30 14:54:49,EMP-015
billing,BILL-0029,入金確認,2024-10-05 14:54:49,SYSTEM
billing,BILL-0030,請求書作成,2024-09-01 20:12:00,EMP-015
billing,BILL-0030,承認申請,2024-09-02 15:19:05,EMP-015
billing,BILL-0030,承認完了,2024-09-03 10:48:28,EMP-016
billing,BILL-0030,送付,2024-09-03 13:09:46,EMP-015
billing,BILL-0030,入金確認,2024-11-01 13:09:46,SYSTEM
billing,BILL-0031,請求書作成,2024-11-29 18:14:00,EMP-015
billing,BILL-0031,承認申請,2024-11-30 08:56:10,EMP-015
billing,BILL-0031,承認完了,2024-12-01 21:51:39,EMP-016
billing,BILL-0031,送付,2024-12-02 05:20:25,EMP-015
billing,BILL-0031,入金確認,2024-12-23 05:20:25,SYSTEM
billing,BILL-0032,請求書作成,2024-03-31 01:53:00,EMP-015
billing,BILL-0032,承認申請,2024-03-31 13:49:23,EMP-015
billing,BILL-0032,承認完了,2024-04-01 17:38:18,EMP-016
billing,BILL-0032,送付,2024-04-02 01:24:40,EMP-015
billing,BILL-0032,入金確認,2024-04-30 01:24:40,SYSTEM
billing,BILL-0033,請求書作成,2024-01-05 09:36:00,EMP-015
billing,BILL-0033,承認申請,2024-01-06 01:39:20,EMP-015
billing,BILL-0033,承認完了,2024-01-07 22:47:37,EMP-016
billing,BILL-0033,送付,2024-01-08 03:31:11,EMP-015
billing,BILL-0033,入金確認,2024-02-28 03:31:11,SYSTEM
billing,BILL-0034,請求書作成,2024-09-25 15:56:00,EMP-015
billing,BILL-0034,承認申請,2024-09-26 14:42:16,EMP-015
billing,BILL-0034,承認完了,2024-09-28 08:44:48,EMP-016
billing,BILL-0034,送付,2024-09-28 11:54:13,EMP-015
billing,BILL-0034,入金確認,2024-10-15 11:54:13,SYSTEM
billing,BILL-0035,請求書作成,2024-03-24 23:29:00,EMP-015
billing,BILL-0035,承認申請,2024-03-25 16:26:56,EMP-015
billing,BILL-0035,差戻,2024-03-27 05:11:34,EMP-016
billing,BILL-0035,修正,2024-03-27 13:14:17,EMP-015
billing,BILL-0035,再申請,2024-03-27 17:00:30,EMP-015
billing,BILL-0035,承認完了,2024-03-28 11:47:55,EMP-016
billing,BILL-0035,送付,2024-03-28 14:57:28,EMP-015
billing,BILL-0035,入金確認,2024-05-16 14:57:28,SYSTEM
billing,BILL-0036,請求書作成,2024-08-06 16:20:00,EMP-015
billing,BILL-0036,承認申請,2024-08-06 22:04:05,EMP-015
billing,BILL-0036,差戻,2024-08-08 08:50:17,EMP-016
billing,BILL-0036,修正,2024-08-08 14:31:32,EMP-015
billing,BILL-0036,再申請,2024-08-08 18:28:02,EMP-015
billing,BILL-0036,承認完了,2024-08-09 06:26:09,EMP-016
billing,BILL-0036,送付,2024-08-09 10:00:02,EMP-015
billing,BILL-0036,入金確認,2024-09-03 10:00:02,SYSTEM
billing,BILL-0037,請求書作成,2024-05-16 10:19:00,EMP-015
billing,BILL-0037,承認申請,2024-05-17 01:57:57,EMP-015
billing,BILL-0037,承認完了,2024-05-18 08:52:51,EMP-016
billing,BILL-0037,送付,2024-05-18 13:02:17,EMP-015
billing,BILL-0037,入金確認,2024-06-12 13:02:17,SYSTEM
billing,BILL-0038,請求書作成,2024-12-07 03:29:00,EMP-015
billing,BILL-0038,承認申請,2024-12-07 13:37:10,EMP-015
billing,BILL-0038,承認完了,2024-12-08 13:50:10,EMP-016
billing,BILL-0038,送付,2024-12-08 21:12:24,EMP-015
billing,BILL-0038,入金確認,2025-02-01 21:12:24,SYSTEM
billing,BILL-0039,請求書作成,2024-12-19 03:40:00,EMP-015
billing,BILL-0039,承認申請,2024-12-20 01:59:21,EMP-015
billing,BILL-0039,承認完了,2024-12-20 21:47:26,EMP-016
billing,BILL-0039,送付,2024-12-21 01:06:19,EMP-015
billing,BILL-0039,入金確認,2025-01-08 01:06:19,SYSTEM
billing,BILL-0040,請求書作成,2024-03-19 14:47:00,EMP-015
billing,BILL-0040,承認申請,2024-03-20 14:33:36,EMP-015
billing,BILL-0040,承認完了,2024-03-21 13:30:18,EMP-016
billing,BILL-0040,送付,2024-03-21 20:58:54,EMP-015
billing,BILL-0040,入金確認,2024-05-18 20:58:54,SYSTEM
billing,BILL-0041,請求書作成,2024-12-06 06:48:00,EMP-015
billing,BILL-0041,承認申請,2024-12-06 15:44:57,EMP-015
billing,BILL-0041,承認完了,2024-12-08 05:56:20,EMP-016
billing,BILL-0041,送付,2024-12-08 08:25:48,EMP-015
billing,BILL-0041,入金確認,2025-01-15 08:25:48,SYSTEM
billing,BILL-0042,請求書作成,2024-12-26 11:04:00,EMP-015
billing,BILL-0042,承認申請,2024-12-27 09:24:41,EMP-015
billing,BILL-0042,承認完了,2024-12-27 21:53:59,EMP-016
billing,BILL-0042,送付,2024-12-28 05:19:02,EMP-015
billing,BILL-0042,入金確認,2025-01-19 05:19:02,SYSTEM
billing,BILL-0043,請求書作成,2024-10-01 04:10:00,EMP-015
billing,BILL-0043,承認申請,2024-10-01 14:43:44,EMP-015
billing,BILL-0043,差戻,2024-10-02 19:32:33,EMP-016
billing,BILL-0043,修正,2024-10-03 02:00:26,EMP-015
billing,BILL-0043,再申請,2024-10-03 07:30:22,EMP-015
billing,BILL-0043,承認完了,2024-10-03 16:57:41,EMP-016
billing,BILL-0043,送付,2024-10-03 22:01:25,EMP-015
billing,BILL-0043,入金確認,2024-10-16 22:01:25,SYSTEM
billing,BILL-0044,請求書作成,2024-03-08 16:26:00,EMP-015
billing,BILL-0044,承認申請,2024-03-09 05:34:09,EMP-015
billing,BILL-0044,承認完了,2024-03-09 15:52:43,EMP-016
billing,BILL-0044,送付,2024-03-09 22:43:12,EMP-015
billing,BILL-0044,入金確認,2024-05-04 22:43:12,SYSTEM
billing,BILL-0045,請求書作成,2024-07-21 08:52:00,EMP-015
billing,BILL-0045,承認申請,2024-07-21 12:55:37,EMP-015
billing,BILL-0045,差戻,2024-07-22 05:38:34,EMP-016
billing,BILL-0045,修正,2024-07-22 14:43:38,EMP-015
billing,BILL-0045,再申請,2024-07-22 20:55:46,EMP-015
billing,BILL-0045,承認完了,2024-07-23 13:35:17,EMP-016
billing,BILL-0045,送付,2024-07-23 15:56:59,EMP-015
billing,BILL-0045,入金確認,2024-08-06 15:56:59,SYSTEM
billing,BILL-0046,請求書作成,2024-01-17 09:26:00,EMP-015
billing,BILL-0046,承認申請,2024-01-17 17:01:58,EMP-015
billing,BILL-0046,承認完了,2024-01-18 06:27:00,EMP-016
billing,BILL-0046,送付,2024-01-18 12:49:33,EMP-015
billing,BILL-0046,入金確認,2024-02-23 12:49:33,SYSTEM
billing,BILL-0047,請求書作成,2024-07-14 14:55:00,EMP-015
billing,BILL-0047,承認申請,2024-07-15 13:15:32,EMP-015
billing,BILL-0047,差戻,2024-07-16 12:21:31,EMP-016
billing,BILL-0047,修正,2024-07-17 03:55:42,EMP-015
billing,BILL-0047,再申請,2024-07-17 11:10:33,EMP-015
billing,BILL-0047,承認完了,2024-07-17 21:18:13,EMP-016
billing,BILL-0047,送付,2024-07-18 04:27:55,EMP-015
billing,BILL-0047,入金確認,2024-08-04 04:27:55,SYSTEM
billing,BILL-0048,請求書作成,2024-10-02 12:33:00,EMP-015
billing,BILL-0048,承認申請,2024-10-02 19:05:48,EMP-015
billing,BILL-0048,承認完了,2024-10-04 18:14:45,EMP-016
billing,BILL-0048,送付,2024-10-05 00:46:58,EMP-015
billing,BILL-0048,入金確認,2024-11-03 00:46:58,SYSTEM
billing,BILL-0049,請求書作成,2024-12-10 23:34:00,EMP-015
billing,BILL-0049,承認申請,2024-12-11 12:02:57,EMP-015
billing,BILL-0049,承認完了,2024-12-12 11:13:13,EMP-016
billing,BILL-0049,送付,2024-12-12 15:59:02,EMP-015
billing,BILL-0049,入金確認,2024-12-31 15:59:02,SYSTEM
billing,BILL-0050,請求書作成,2024-04-06 23:48:00,EMP-015
billing,BILL-0050,承認申請,2024-04-07 06:03:24,EMP-015
billing,BILL-0050,承認完了,2024-04-08 22:26:09,EMP-016
billing,BILL-0050,送付,2024-04-09 05:01:56,EMP-015
billing,BILL-0050,入金確認,2024-04-20 05:01:56,SYSTEM
billing,BILL-0051,請求書作成,2024-04-15 02:06:00,EMP-015
billing,BILL-0051,承認申請,2024-04-15 17:58:43,EMP-015
billing,BILL-0051,承認完了,2024-04-16 19:50:11,EMP-016
billing,BILL-0051,送付,2024-04-17 03:04:11,EMP-015
billing,BILL-0051,入金確認,2024-05-12 03:04:11,SYSTEM
billing,BILL-0052,請求書作成,2024-07-24 14:14:00,EMP-015
billing,BILL-0052,承認申請,2024-07-25 05:01:42,EMP-015
billing,BILL-0052,承認完了,2024-07-26 19:12:14,EMP-016
billing,BILL-0052,送付,2024-07-26 22:02:41,EMP-015
billing,BILL-0052,入金確認,2024-08-23 22:02:41,SYSTEM
billing,BILL-0053,請求書作成,2024-10-21 10:36:00,EMP-015
billing,BILL-0053,承認申請,2024-10-22 02:33:30,EMP-015
billing,BILL-0053,承認完了,2024-10-23 13:27:34,EMP-016
billing,BILL-0053,送付,2024-10-23 17:16:12,EMP-015
billing,BILL-0053,入金確認,2024-11-11 17:16:12,SYSTEM
billing,BILL-0054,請求書作成,2024-04-23 13:19:00,EMP-015
billing,BILL-0054,承認申請,2024-04-23 22:49:11,EMP-015
billing,BILL-0054,承認完了,2024-04-25 05:05:18,EMP-016
billing,BILL-0054,送付,2024-04-25 11:29:59,EMP-015
billing,BILL-0054,入金確認,2024-05-16 11:29:59,SYSTEM
billing,BILL-0055,請求書作成,2024-10-11 15:03:00,EMP-015
billing,BILL-0055,承認申請,2024-10-12 14:29:44,EMP-015
billing,BILL-0055,承認完了,2024-10-14 12:09:33,EMP-016
billing,BILL-0055,送付,2024-10-14 18:52:26,EMP-015
billing,BILL-0055,入金確認,2024-11-13 18:52:26,SYSTEM
billing,BILL-0056,請求書作成,2024-07-28 04:19:00,EMP-015
billing,BILL-0056,承認申請,2024-07-28 15:50:45,EMP-015
billing,BILL-0056,承認完了,2024-07-30 06:01:21,EMP-016
billing,BILL-0056,送付,2024-07-30 13:07:06,EMP-015
billing,BILL-0056,入金確認,2024-08-28 13:07:06,SYSTEM
billing,BILL-0057,請求書作成,2024-08-25 01:35:00,EMP-015
billing,BILL-0057,承認申請,2024-08-25 13:50:12,EMP-015
billing,BILL-0057,承認完了,2024-08-26 14:29:49,EMP-016
billing,BILL-0057,送付,2024-08-26 18:49:39,EMP-015
billing,BILL-0057,入金確認,2024-09-21 18:49:39,SYSTEM
billing,BILL-0058,請求書作成,2024-06-18 20:05:00,EMP-015
billing,BILL-0058,承認申請,2024-06-19 18:31:40,EMP-015
billing,BILL-0058,差戻,2024-06-21 12:24:47,EMP-016
billing,BILL-0058,修正,2024-06-22 01:06:29,EMP-015
billing,BILL-0058,再申請,2024-06-22 04:15:03,EMP-015
billing,BILL-0058,承認完了,2024-06-22 16:32:47,EMP-016
billing,BILL-0058,送付,2024-06-22 22:35:18,EMP-015
billing,BILL-0058,入金確認,2024-08-09 22:35:18,SYSTEM
billing,BILL-0059,請求書作成,2024-02-07 06:51:00,EMP-015
billing,BILL-0059,承認申請,2024-02-08 02:05:02,EMP-015
billing,BILL-0059,承認完了,2024-02-09 15:03:22,EMP-016
billing,BILL-0059,送付,2024-02-09 19:55:57,EMP-015
billing,BILL-0059,入金確認,2024-03-11 19:55:57,SYSTEM
billing,BILL-0060,請求書作成,2024-01-08 06:59:00,EMP-015
billing,BILL-0060,承認申請,2024-01-08 14:47:01,EMP-015
billing,BILL-0060,承認完了,2024-01-10 04:26:34,EMP-016
billing,BILL-0060,送付,2024-01-10 10:58:07,EMP-015
billing,BILL-0060,入金確認,2024-02-04 10:58:07,SYSTEM
billing,BILL-0061,請求書作成,2024-07-22 07:35:00,EMP-015
billing,BILL-0061,承認申請,2024-07-22 18:00:56,EMP-015
billing,BILL-0061,承認完了,2024-07-23 13:20:16,EMP-016
billing,BILL-0061,送付,2024-07-23 19:13:49,EMP-015
billing,BILL-0061,入金確認,2024-08-21 19:13:49,SYSTEM
billing,BILL-0062,請求書作成,2024-07-03 16:56:00,EMP-015
billing,BILL-0062,承認申請,2024-07-04 06:52:43,EMP-015
billing,BILL-0062,承認完了,2024-07-04 18:49:23,EMP-016
billing,BILL-0062,送付,2024-07-04 23:38:24,EMP-015
billing,BILL-0062,入金確認,2024-08-03 23:38:24,SYSTEM
billing,BILL-0063,請求書作成,2024-07-08 10:26:00,EMP-015
billing,BILL-0063,承認申請,2024-07-08 15:20:51,EMP-015
billing,BILL-0063,承認完了,2024-07-10 09:54:39,EMP-016
billing,BILL-0063,送付,2024-07-10 12:00:30,EMP-015
billing,BILL-0063,入金確認,2024-08-24 12:00:30,SYSTEM
billing,BILL-0064,請求書作成,2024-10-23 23:26:00,EMP-015
billing,BILL-0064,承認申請,2024-10-24 09:20:13,EMP-015
billing,BILL-0064,承認完了,2024-10-25 01:11:05,EMP-016
billing,BILL-0064,送付,2024-10-25 06:36:12,EMP-015
billing,BILL-0064,入金確認,2024-11-19 06:36:12,SYSTEM
billing,BILL-0065,請求書作成,2024-10-08 20:43:00,EMP-015
billing,BILL-0065,承認申請,2024-10-09 07:28:04,EMP-015
billing,BILL-0065,承認完了,2024-10-10 22:00:08,EMP-016
billing,BILL-0065,送付,2024-10-11 04:20:37,EMP-015
billing,BILL-0065,入金確認,2024-12-07 04:20:37,SYSTEM
billing,BILL-0066,請求書作成,2024-08-23 05:46:00,EMP-015
billing,BILL-0066,承認申請,2024-08-24 01:39:58,EMP-015
billing,BILL-0066,承認完了,2024-08-24 16:26:12,EMP-016
billing,BILL-0066,送付,2024-08-24 21:22:00,EMP-015
billing,BILL-0066,入金確認,2024-10-07 21:22:00,SYSTEM
billing,BILL-0067,請求書作成,2024-09-25 01:53:00,EMP-015
billing,BILL-0067,承認申請,2024-09-25 22:49:02,EMP-015
billing,BILL-0067,承認完了,2024-09-27 20:37:29,EMP-016
billing,BILL-0067,送付,2024-09-28 03:12:39,EMP-015
billing,BILL-0067,入金確認,2024-11-03 03:12:39,SYSTEM
billing,BILL-0068,請求書作成,2024-11-18 07:04:00,EMP-015
billing,BILL-0068,承認申請,2024-11-19 01:12:36,EMP-015
billing,BILL-0068,承認完了,2024-11-19 09:34:32,EMP-016
billing,BILL-0068,送付,2024-11-19 13:48:53,EMP-015
billing,BILL-0068,入金確認,2025-01-07 13:48:53,SYSTEM
billing,BILL-0069,請求書作成,2024-12-03 15:01:00,EMP-015
billing,BILL-0069,承認申請,2024-12-03 19:08:56,EMP-015
billing,BILL-0069,差戻,2024-12-05 01:12:52,EMP-016
billing,BILL-0069,修正,2024-12-05 11:34:03,EMP-015
billing,BILL-0069,再申請,2024-12-05 15:12:58,EMP-015
billing,BILL-0069,承認完了,2024-12-06 14:51:20,EMP-016
billing,BILL-0069,送付,2024-12-06 16:57:31,EMP-015
billing,BILL-0069,入金確認,2025-01-29 16:57:31,SYSTEM
billing,BILL-0070,請求書作成,2024-04-01 03:58:00,EMP-015
billing,BILL-0070,承認申請,2024-04-01 09:53:34,EMP-015
billing,BILL-0070,差戻,2024-04-01 23:50:55,EMP-016
billing,BILL-0070,修正,2024-04-02 10:09:58,EMP-015
billing,BILL-0070,再申請,2024-04-02 17:03:27,EMP-015
billing,BILL-0070,承認完了,2024-04-03 05:20:05,EMP-016
billing,BILL-0070,送付,2024-04-03 09:42:58,EMP-015
billing,BILL-0070,入金確認,2024-05-06 09:42:58,SYSTEM
billing,BILL-0071,請求書作成,2024-08-23 18:15:00,EMP-015
billing,BILL-0071,承認申請,2024-08-24 18:03:16,EMP-015
billing,BILL-0071,承認完了,2024-08-25 11:05:20,EMP-016
billing,BILL-0071,送付,2024-08-25 18:10:34,EMP-015
billing,BILL-0071,入金確認,2024-10-15 18:10:34,SYSTEM
billing,BILL-0072,請求書作成,2024-02-17 12:24:00,EMP-015
billing,BILL-0072,承認申請,2024-02-17 23:56:36,EMP-015
billing,BILL-0072,承認完了,2024-02-19 02:59:00,EMP-016
billing,BILL-0072,送付,2024-02-19 09:12:02,EMP-015
billing,BILL-0072,入金確認,2024-03-05 09:12:02,SYSTEM
billing,BILL-0073,請求書作成,2024-08-10 20:50:00,EMP-015
billing,BILL-0073,承認申請,2024-08-11 07:27:31,EMP-015
billing,BILL-0073,承認完了,2024-08-13 06:33:06,EMP-016
billing,BILL-0073,送付,2024-08-13 13:55:14,EMP-015
billing,BILL-0073,入金確認,2024-08-25 13:55:14,SYSTEM
billing,BILL-0074,請求書作成,2024-04-18 22:56:00,EMP-015
billing,BILL-0074,承認申請,2024-04-19 14:16:08,EMP-015
billing,BILL-0074,承認完了,2024-04-20 09:06:46,EMP-016
billing,BILL-0074,送付,2024-04-20 15:13:09,EMP-015
billing,BILL-0074,入金確認,2024-05-17 15:13:09,SYSTEM
billing,BILL-0075,請求書作成,2024-10-15 21:02:00,EMP-015
billing,BILL-0075,承認申請,2024-10-16 04:37:13,EMP-015
billing,BILL-0075,差戻,2024-10-17 22:38:15,EMP-016
billing,BILL-0075,修正,2024-10-18 05:07:24,EMP-015
billing,BILL-0075,再申請,2024-10-18 07:59:18,EMP-015
billing,BILL-0075,承認完了,2024-10-19 05:07:10,EMP-016
billing,BILL-0075,送付,2024-10-19 12:02:42,EMP-015
billing,BILL-0075,入金確認,2024-11-02 12:02:42,SYSTEM
billing,BILL-0076,請求書作成,2024-03-24 18:15:00,EMP-015
billing,BILL-0076,承認申請,2024-03-25 09:35:02,EMP-015
billing,BILL-0076,承認完了,2024-03-27 03:33:41,EMP-016
billing,BILL-0076,送付,2024-03-27 08:48:17,EMP-015
billing,BILL-0076,入金確認,2024-04-30 08:48:17,SYSTEM
billing,BILL-0077,請求書作成,2024-12-18 23:05:00,EMP-015
billing,BILL-0077,承認申請,2024-12-19 13:05:57,EMP-015
billing,BILL-0077,差戻,2024-12-21 12:04:19,EMP-016
billing,BILL-0077,修正,2024-12-21 21:19:01,EMP-015
billing,BILL-0077,再申請,2024-12-22 04:20:57,EMP-015
billing,BILL-0077,承認完了,2024-12-22 17:47:55,EMP-016
billing,BILL-0077,送付,2024-12-23 00:24:45,EMP-015
billing,BILL-0077,入金確認,2025-02-09 00:24:45,SYSTEM
billing,BILL-0078,請求書作成,2024-06-16 00:40:00,EMP-015
billing,BILL-0078,承認申請,2024-06-16 10:07:59,EMP-015
billing,BILL-0078,承認完了,2024-06-18 09:50:11,EMP-016
billing,BILL-0078,送付,2024-06-18 13:58:17,EMP-015
billing,BILL-0078,入金確認,2024-07-22 13:58:17,SYSTEM
billing,BILL-0079,請求書作成,2024-04-05 21:37:00,EMP-015
billing,BILL-0079,承認申請,2024-04-06 14:49:48,EMP-015
